name1,fb_population_1,name2,fb_population_2,link_value,ds
Dinant,1286,Mechelen,3833,6.453434764768078e-07,2020-07-07
Namur,3528,Mechelen,3833,9.410530259392893e-07,2020-07-07
Waremme,1007,Mechelen,3833,7.980549259429085e-07,2020-07-07
Roeselare,2375,Ath,1037,1.1095321073496986e-06,2020-07-07
Philippeville,785,Ath,1037,3.1594378728136687e-06,2020-07-07
Aalst,4062,Ath,1037,5.631781222765613e-06,2020-07-07
Neufchâteau,685,Ath,1037,1.7932265642885128e-06,2020-07-07
Tongeren,3001,Ath,1037,4.721171476258257e-07,2020-07-07
Hasselt,5857,Ath,1037,4.259837913376468e-07,2020-07-07
Brussel Hoofdstad,11577,Ath,1037,1.2744443172392415e-05,2020-07-07
Namur,3528,Ath,1037,4.198839957528679e-06,2020-07-07
Dinant,1286,Ath,1037,4.8242490870690715e-06,2020-07-07
Kortrijk,3914,Ath,1037,2.2579683394728556e-06,2020-07-07
Soignies,2294,Ath,1037,5.3234505030162484e-05,2020-07-07
Thuin,1874,Ath,1037,7.883567607866728e-06,2020-07-07
Brugge,3598,Ath,1037,2.7923610174651817e-06,2020-07-07
Verviers,2699,Ath,1037,7.443498782660435e-07,2020-07-07
Eeklo,1212,Veurne,911,9.194807999434621e-06,2020-07-07
Veurne,911,Veurne,911,0.0,2020-07-07
Philippeville,785,Veurne,911,1.2616942899337129e-06,2020-07-07
Maaseik,3486,Veurne,911,3.3398914224868182e-06,2020-07-07
Dendermonde,2727,Veurne,911,1.5440436852912898e-05,2020-07-07
Brugge,3598,Veurne,911,2.4467008026449813e-05,2020-07-07
Leuven,5226,Veurne,911,1.201590401583848e-05,2020-07-07
Aalst,4062,Veurne,911,1.9714961756633627e-05,2020-07-07
Mechelen,3833,Veurne,911,1.1518985210464516e-05,2020-07-07
Tournai,1699,Oudenaarde,1521,1.049157321323452e-05,2020-07-07
Bastogne,497,Oudenaarde,1521,4.910204892147831e-06,2020-07-07
Leuven,5226,Oudenaarde,1521,1.9997913297686613e-06,2020-07-07
Dendermonde,2727,Oudenaarde,1521,8.963275749356067e-06,2020-07-07
Verviers,2699,Oudenaarde,1521,3.4255509930261266e-07,2020-07-07
Gent,6346,Oudenaarde,1521,4.067358503223615e-05,2020-07-07
Mechelen,3833,Oudenaarde,1521,1.5067301436684726e-06,2020-07-07
Brussel Hoofdstad,11577,Oudenaarde,1521,9.06493858921639e-06,2020-07-07
Mons,3186,Oudenaarde,1521,1.2256705200191929e-06,2020-07-07
Ieper,1425,Tielt,1278,1.431782159275776e-05,2020-07-07
Tournai,1699,Tielt,1278,1.8835445622674785e-06,2020-07-07
Roeselare,2375,Tielt,1278,0.000106973877050477,2020-07-07
Philippeville,785,Tielt,1278,4.0543647194166015e-07,2020-07-07
Dendermonde,2727,Tielt,1278,4.233719237653121e-06,2020-07-07
Aalst,4062,Tielt,1278,5.293854262336912e-06,2020-07-07
Verviers,2699,Tielt,1278,4.075450097885812e-07,2020-07-07
Antwerpen,11639,Tielt,1278,2.452339933386536e-06,2020-07-07
Antwerpen,11639,Hasselt,5857,5.113986791261873e-06,2020-07-07
Maaseik,3486,Hasselt,5857,4.211802895751842e-05,2020-07-07
Sint-Niklaas,3236,Hasselt,5857,1.485929403800701e-06,2020-07-07
Virton,592,Hasselt,5857,5.235927529763965e-07,2020-07-07
Tielt,1278,Hasselt,5857,8.363012564878475e-07,2020-07-07
Marche-en-Famenne,730,Hasselt,5857,2.0925492744133827e-06,2020-07-07
Mons,3186,Hasselt,5857,3.885498303705371e-07,2020-07-07
Thuin,1874,Hasselt,5857,3.445462673025893e-07,2020-07-07
Aalst,4062,Hasselt,5857,1.321145415727036e-06,2020-07-07
Waremme,1007,Sint-Niklaas,3236,4.067316256528237e-07,2020-07-07
Antwerpen,11639,Sint-Niklaas,3236,3.166042083589419e-05,2020-07-07
Mouscron,1060,Sint-Niklaas,3236,6.923875271124379e-07,2020-07-07
Thuin,1874,Sint-Niklaas,3236,6.492956111409398e-07,2020-07-07
Marche-en-Famenne,730,Sint-Niklaas,3236,2.8286416727880056e-06,2020-07-07
Bastogne,497,Sint-Niklaas,3236,1.6904579516654934e-06,2020-07-07
Ieper,1425,Sint-Niklaas,3236,2.9918094577192875e-06,2020-07-07
Liège,7113,Sint-Niklaas,3236,5.926046454457066e-07,2020-07-07
Leuven,5226,Sint-Niklaas,3236,2.762687355214522e-06,2020-07-07
Sint-Niklaas,3236,Sint-Niklaas,3236,0.0,2020-07-07
Oudenaarde,1521,Sint-Niklaas,3236,4.712646051272401e-06,2020-07-07
Mons,3186,Sint-Niklaas,3236,4.969027692438289e-07,2020-07-07
Gent,6346,Sint-Niklaas,3236,2.473690595858449e-05,2020-07-07
Namur,3528,Bastogne,497,7.195138762604782e-06,2020-07-07
Dinant,1286,Bastogne,497,1.6019274699270696e-05,2020-07-07
Sint-Niklaas,3236,Bastogne,497,1.6904579516654934e-06,2020-07-07
Mons,3186,Bastogne,497,5.240868381103386e-07,2020-07-07
Nivelles,3568,Bastogne,497,2.204497269759922e-06,2020-07-07
Marche-en-Famenne,730,Bastogne,497,8.157364495737196e-05,2020-07-07
Gent,6346,Bastogne,497,1.0773171840109237e-06,2020-07-07
Tournai,1699,Ieper,1425,2.7322901459390413e-06,2020-07-07
Tournai,1699,Tournai,1699,0.0,2020-07-07
Verviers,2699,Ieper,1425,2.051926985138116e-07,2020-07-07
Charleroi,5498,Ieper,1425,4.0703644645748e-07,2020-07-07
Sint-Niklaas,3236,Tournai,1699,4.465938923676369e-07,2020-07-07
Sint-Niklaas,3236,Ieper,1425,2.9918094577192875e-06,2020-07-07
Marche-en-Famenne,730,Ieper,1425,1.9002033241398773e-06,2020-07-07
Tielt,1278,Tournai,1699,1.8835445622674785e-06,2020-07-07
Tielt,1278,Ieper,1425,1.431782159275776e-05,2020-07-07
Neufchâteau,685,Tournai,1699,5.996800751551291e-06,2020-07-07
Namur,3528,Tournai,1699,3.214816450293101e-06,2020-07-07
Dinant,1286,Tournai,1699,6.2034786999934366e-06,2020-07-07
Namur,3528,Ieper,1425,5.237173306155285e-07,2020-07-07
Waremme,1007,Tournai,1699,1.3591713949363433e-06,2020-07-07
Maaseik,3486,Ieper,1425,1.1047891290666906e-06,2020-07-07
Turnhout,6138,Tournai,1699,2.049108259592605e-07,2020-07-07
Nivelles,3568,Tournai,1699,3.6419109883255235e-06,2020-07-07
Nivelles,3568,Ieper,1425,6.180397118855934e-07,2020-07-07
Liège,7113,Tournai,1699,1.3549459315309124e-06,2020-07-07
Leuven,5226,Tournai,1699,7.249157319874951e-07,2020-07-07
Kortrijk,3914,Ieper,1425,5.5248070923917405e-05,2020-07-07
Kortrijk,3914,Tournai,1699,1.0863430650814974e-05,2020-07-07
Roeselare,2375,Namur,3528,3.444812901490309e-07,2020-07-07
Roeselare,2375,Dinant,1286,2.5681427519030856e-06,2020-07-07
Brussel Hoofdstad,11577,Dinant,1286,6.749593413960244e-06,2020-07-07
Brussel Hoofdstad,11577,Namur,3528,1.5325110263048732e-05,2020-07-07
Neufchâteau,685,Dinant,1286,6.731517534266964e-05,2020-07-07
Ieper,1425,Namur,3528,5.237173306155285e-07,2020-07-07
Turnhout,6138,Dinant,1286,6.027688346790673e-07,2020-07-07
Turnhout,6138,Namur,3528,4.119689208106296e-07,2020-07-07
Ath,1037,Namur,3528,4.198839957528679e-06,2020-07-07
Ath,1037,Dinant,1286,4.8242490870690715e-06,2020-07-07
Mechelen,3833,Namur,3528,9.410530259392893e-07,2020-07-07
Mechelen,3833,Dinant,1286,6.453434764768078e-07,2020-07-07
Halle-Vilvoorde,6314,Dinant,1286,2.6950079716131704e-06,2020-07-07
Arlon,787,Arlon,787,0.0,2020-07-07
Eeklo,1212,Arlon,787,1.5185006126921156e-07,2020-07-07
Tielt,1278,Arlon,787,9.173114833762328e-08,2020-07-07
Dinant,1286,Arlon,787,7.340380977349126e-06,2020-07-07
Hasselt,5857,Arlon,787,1.2095555737445164e-07,2020-07-07
Huy,1341,Arlon,787,3.981444294387564e-06,2020-07-07
Philippeville,785,Arlon,787,7.394770726458422e-07,2020-07-07
Mechelen,3833,Arlon,787,2.1797586814289555e-06,2020-07-07
Halle-Vilvoorde,6314,Arlon,787,6.623249105617204e-07,2020-07-07
Oostende,2471,Arlon,787,1.0626280117306134e-06,2020-07-07
Roeselare,2375,Arlon,787,6.122357991548121e-07,2020-07-07
Veurne,911,Arlon,787,5.604042003714509e-07,2020-07-07
Marche-en-Famenne,730,Arlon,787,6.39174777788553e-06,2020-07-07
Virton,592,Arlon,787,0.0002411498475467662,2020-07-07
Antwerpen,11639,Arlon,787,1.3267379627445187e-07,2020-07-07
Mouscron,1060,Arlon,787,2.681670512098936e-07,2020-07-07
Waremme,1007,Arlon,787,6.903682051219806e-07,2020-07-07
Maaseik,3486,Arlon,787,1.9454480063297612e-07,2020-07-07
Liège,7113,Arlon,787,4.273209325442016e-06,2020-07-07
Verviers,2699,Arlon,787,4.272558392795875e-06,2020-07-07
Soignies,2294,Arlon,787,7.094104216701256e-07,2020-07-07
Verviers,2699,Namur,3528,2.9883576959780537e-06,2020-07-07
Thuin,1874,Neufchâteau,685,5.162835387617072e-06,2020-07-07
Diksmuide,717,Neufchâteau,685,9.129945299508259e-07,2020-07-07
Charleroi,5498,Neufchâteau,685,2.4867902586542145e-06,2020-07-07
Kortrijk,3914,Neufchâteau,685,4.45673540618134e-06,2020-07-07
Waremme,1007,Neufchâteau,685,2.603861947942436e-06,2020-07-07
Tielt,1278,Neufchâteau,685,1.9208247593155576e-07,2020-07-07
Neufchâteau,685,Neufchâteau,685,0.0,2020-07-07
Veurne,911,Neufchâteau,685,7.287442287081731e-06,2020-07-07
Oostende,2471,Neufchâteau,685,2.22515134545785e-06,2020-07-07
Bastogne,497,Neufchâteau,685,0.00014107498658968057,2020-07-07
Liège,7113,Neufchâteau,685,6.040354114097984e-06,2020-07-07
Brussel Hoofdstad,11577,Neufchâteau,685,2.2544040178426005e-06,2020-07-07
Verviers,2699,Neufchâteau,685,2.8959991490044525e-06,2020-07-07
Arlon,787,Neufchâteau,685,5.7938075819896267e-05,2020-07-07
Hasselt,5857,Philippeville,785,1.481273074739002e-07,2020-07-07
Diksmuide,717,Philippeville,785,2.379492958604437e-07,2020-07-07
Ath,1037,Philippeville,785,3.1594378728136687e-06,2020-07-07
Oostende,2471,Philippeville,785,3.657583156200235e-06,2020-07-07
Namur,3528,Philippeville,785,3.3025618413037714e-05,2020-07-07
Dinant,1286,Philippeville,785,2.5099596488190954e-05,2020-07-07
Thuin,1874,Philippeville,785,4.940794359694631e-05,2020-07-07
Veurne,911,Philippeville,785,1.2616942899337129e-06,2020-07-07
Gent,6346,Philippeville,785,1.6525064902998942e-06,2020-07-07
Kortrijk,3914,Philippeville,785,2.492678628321055e-07,2020-07-07
Marche-en-Famenne,730,Philippeville,785,8.349571978400178e-06,2020-07-07
Philippeville,785,Philippeville,785,0.0,2020-07-07
Mons,3186,Philippeville,785,6.8512003690191714e-06,2020-07-07
Ieper,1425,Marche-en-Famenne,730,1.9002033241398773e-06,2020-07-07
Namur,3528,Marche-en-Famenne,730,1.647006287475489e-05,2020-07-07
Dinant,1286,Marche-en-Famenne,730,0.00010910658869312654,2020-07-07
Liège,7113,Marche-en-Famenne,730,2.328569035004675e-05,2020-07-07
Kortrijk,3914,Marche-en-Famenne,730,4.1247150215833065e-06,2020-07-07
Tournai,1699,Marche-en-Famenne,730,9.8744820156287e-07,2020-07-07
Soignies,2294,Marche-en-Famenne,730,3.074317452355454e-06,2020-07-07
Sint-Niklaas,3236,Marche-en-Famenne,730,2.8286416727880056e-06,2020-07-07
Oudenaarde,1521,Marche-en-Famenne,730,3.087885068917735e-06,2020-07-07
Brussel Hoofdstad,11577,Marche-en-Famenne,730,2.770454227996994e-06,2020-07-07
Mechelen,3833,Marche-en-Famenne,730,3.9854992921191654e-06,2020-07-07
Oostende,2471,Marche-en-Famenne,730,8.466882943690627e-06,2020-07-07
Arlon,787,Marche-en-Famenne,730,6.39174777788553e-06,2020-07-07
Neufchâteau,685,Leuven,5226,2.0630750421577308e-06,2020-07-07
Sint-Niklaas,3236,Leuven,5226,2.762687355214522e-06,2020-07-07
Eeklo,1212,Leuven,5226,1.2650786473504566e-06,2020-07-07
Mouscron,1060,Leuven,5226,1.001007099641287e-06,2020-07-07
Roeselare,2375,Leuven,5226,1.2499356568484609e-06,2020-07-07
Veurne,911,Leuven,5226,1.201590401583848e-05,2020-07-07
Ieper,1425,Leuven,5226,1.1170797044062295e-06,2020-07-07
Oudenaarde,1521,Leuven,5226,1.9997913297686613e-06,2020-07-07
Waremme,1007,Leuven,5226,5.959545942723402e-06,2020-07-07
Mons,3186,Leuven,5226,1.0025777931775251e-06,2020-07-07
Oostende,2471,Leuven,5226,2.271810697307656e-05,2020-07-07
Dendermonde,2727,Soignies,2294,2.434986709623851e-06,2020-07-07
Gent,6346,Soignies,2294,1.2172055235758052e-06,2020-07-07
Marche-en-Famenne,730,Soignies,2294,3.074317452355454e-06,2020-07-07
Sint-Niklaas,3236,Soignies,2294,1.218465714408535e-06,2020-07-07
Halle-Vilvoorde,6314,Soignies,2294,1.2719080593083064e-05,2020-07-07
Soignies,2294,Soignies,2294,0.0,2020-07-07
Arlon,787,Soignies,2294,7.094104216701256e-07,2020-07-07
Mechelen,3833,Soignies,2294,1.4263962794550303e-06,2020-07-07
Oudenaarde,1521,Soignies,2294,3.7144371304834497e-06,2020-07-07
Ieper,1425,Soignies,2294,7.973957464619603e-07,2020-07-07
Antwerpen,11639,Soignies,2294,8.74525077427444e-07,2020-07-07
Diksmuide,717,Brugge,3598,4.615994056751474e-05,2020-07-07
Dinant,1286,Brugge,3598,1.950989219436698e-06,2020-07-07
Philippeville,785,Brugge,3598,8.417557378763709e-07,2020-07-07
Huy,1341,Brugge,3598,5.745533124184947e-06,2020-07-07
Charleroi,5498,Brugge,3598,2.6127054831691682e-06,2020-07-07
Kortrijk,3914,Brugge,3598,1.5405770833916346e-05,2020-07-07
Oudenaarde,1521,Brugge,3598,8.024797660421436e-06,2020-07-07
Arlon,787,Brugge,3598,2.5675485751251403e-06,2020-07-07
Hasselt,5857,Brugge,3598,5.3349546093058015e-06,2020-07-07
Ieper,1425,Brugge,3598,1.186977851645357e-05,2020-07-07
Halle-Vilvoorde,6314,Brugge,3598,8.312163242287991e-06,2020-07-07
Turnhout,6138,Brugge,3598,7.304839747968248e-06,2020-07-07
Antwerpen,11639,Brugge,3598,8.018025340825126e-06,2020-07-07
Verviers,2699,Brugge,3598,4.2508752378496e-06,2020-07-07
Waremme,1007,Brugge,3598,1.1996972251703859e-06,2020-07-07
Oostende,2471,Brugge,3598,9.814134911442106e-05,2020-07-07
Philippeville,785,Brussel Hoofdstad,11577,5.413208428989225e-06,2020-07-07
Virton,592,Brussel Hoofdstad,11577,5.06114814792581e-06,2020-07-07
Ieper,1425,Brussel Hoofdstad,11577,1.2386041740978706e-06,2020-07-07
Huy,1341,Brussel Hoofdstad,11577,4.624334323987593e-06,2020-07-07
Sint-Niklaas,3236,Brussel Hoofdstad,11577,5.131944742197179e-06,2020-07-07
Verviers,2699,Brussel Hoofdstad,11577,4.328652183673397e-06,2020-07-07
Tournai,1699,Brussel Hoofdstad,11577,9.462679725593706e-06,2020-07-07
Halle-Vilvoorde,6314,Brussel Hoofdstad,11577,0.000112976568714795,2020-07-07
Mechelen,3833,Brussel Hoofdstad,11577,1.3905791015345544e-05,2020-07-07
Veurne,911,Thuin,1874,6.031826735030903e-06,2020-07-07
Dendermonde,2727,Thuin,1874,7.186561687796229e-07,2020-07-07
Brussel Hoofdstad,11577,Thuin,1874,8.300821204785464e-06,2020-07-07
Philippeville,785,Thuin,1874,4.940794359694631e-05,2020-07-07
Eeklo,1212,Thuin,1874,4.7325605279946603e-07,2020-07-07
Turnhout,6138,Thuin,1874,3.5525057472246513e-07,2020-07-07
Nivelles,3568,Thuin,1874,1.2184263001814124e-05,2020-07-07
Neufchâteau,685,Waremme,1007,2.603861947942436e-06,2020-07-07
Mechelen,3833,Waremme,1007,7.980549259429085e-07,2020-07-07
Ieper,1425,Waremme,1007,5.416691900776989e-07,2020-07-07
Tournai,1699,Waremme,1007,1.3591713949363433e-06,2020-07-07
Virton,592,Waremme,1007,8.886475495214323e-07,2020-07-07
Dendermonde,2727,Waremme,1007,5.995178470469693e-07,2020-07-07
Veurne,911,Waremme,1007,1.5211156459520001e-05,2020-07-07
Mouscron,1060,Waremme,1007,9.67043959727252e-07,2020-07-07
Maaseik,3486,Waremme,1007,5.483985043163737e-07,2020-07-07
Verviers,2699,Waremme,1007,1.4575110672068866e-05,2020-07-07
Antwerpen,11639,Roeselare,2375,1.8512393479043716e-06,2020-07-07
Tielt,1278,Roeselare,2375,0.000106973877050477,2020-07-07
Charleroi,5498,Roeselare,2375,3.1130785615670073e-07,2020-07-07
Oudenaarde,1521,Roeselare,2375,9.691937492207396e-06,2020-07-07
Nivelles,3568,Roeselare,2375,4.813978144164597e-07,2020-07-07
Leuven,5226,Roeselare,2375,1.2499356568484609e-06,2020-07-07
Arlon,787,Halle-Vilvoorde,6314,6.623249105617204e-07,2020-07-07
Charleroi,5498,Halle-Vilvoorde,6314,5.587891917795853e-06,2020-07-07
Veurne,911,Halle-Vilvoorde,6314,1.7732968442836604e-05,2020-07-07
Namur,3528,Halle-Vilvoorde,6314,5.453950702564085e-06,2020-07-07
Roeselare,2375,Halle-Vilvoorde,6314,1.8189015988392482e-06,2020-07-07
Virton,592,Halle-Vilvoorde,6314,1.0775544312129678e-06,2020-07-07
Mouscron,1060,Halle-Vilvoorde,6314,1.4922070712288315e-06,2020-07-07
Mechelen,3833,Halle-Vilvoorde,6314,1.8846370624460398e-05,2020-07-07
Turnhout,6138,Halle-Vilvoorde,6314,2.41335199854585e-06,2020-07-07
Thuin,1874,Halle-Vilvoorde,6314,3.785917539222438e-06,2020-07-07
Aalst,4062,Halle-Vilvoorde,6314,3.1653005452407396e-05,2020-07-07
Neufchâteau,685,Mechelen,3833,5.473039426166419e-07,2020-07-07
Brussel Hoofdstad,11577,Mechelen,3833,1.3905791015345544e-05,2020-07-07
Arlon,787,Mechelen,3833,2.1797586814289555e-06,2020-07-07
Tournai,1699,Mechelen,3833,5.4239822530189e-07,2020-07-07
Antwerpen,11639,Mechelen,3833,3.9658979549238935e-05,2020-07-07
Huy,1341,Mechelen,3833,1.7241268085374168e-06,2020-07-07
Marche-en-Famenne,730,Mechelen,3833,3.9854992921191654e-06,2020-07-07
Ieper,1425,Mechelen,3833,2.008728665737742e-06,2020-07-07
Turnhout,6138,Mechelen,3833,1.5914370668921555e-05,2020-07-07
Oostende,2471,Mechelen,3833,1.870240627563639e-05,2020-07-07
Diksmuide,717,Oostende,2471,0.00010150706285493243,2020-07-07
Ieper,1425,Oostende,2471,1.7930071818333547e-05,2020-07-07
Virton,592,Oostende,2471,1.2459524043902835e-05,2020-07-07
Ath,1037,Oostende,2471,5.226436152565951e-06,2020-07-07
Maaseik,3486,Oostende,2471,1.174705134137127e-05,2020-07-07
Tournai,1699,Oostende,2471,6.475708670610378e-06,2020-07-07
Dinant,1286,Oostende,2471,1.3673354549996378e-05,2020-07-07
Namur,3528,Oostende,2471,6.2003911354507525e-06,2020-07-07
Arlon,787,Oostende,2471,1.0626280117306134e-06,2020-07-07
Huy,1341,Oostende,2471,6.052926445136031e-06,2020-07-07
Eeklo,1212,Oostende,2471,2.1723785953203634e-05,2020-07-07
Charleroi,5498,Oostende,2471,7.534480295002903e-06,2020-07-07
Leuven,5226,Oostende,2471,2.271810697307656e-05,2020-07-07
Mechelen,3833,Oostende,2471,1.870240627563639e-05,2020-07-07
Mechelen,3833,Diksmuide,717,1.1009848230548886e-06,2020-07-07
Ieper,1425,Diksmuide,717,6.139341069239036e-05,2020-07-07
Aalst,4062,Diksmuide,717,2.959546708993052e-06,2020-07-07
Tongeren,3001,Diksmuide,717,6.659963714027979e-07,2020-07-07
Namur,3528,Diksmuide,717,3.4884916531089645e-07,2020-07-07
Diksmuide,717,Diksmuide,717,0.0,2020-07-07
Sint-Niklaas,3236,Diksmuide,717,3.374845549827836e-06,2020-07-07
Halle-Vilvoorde,6314,Diksmuide,717,1.9096694869004e-06,2020-07-07
Kortrijk,3914,Diksmuide,717,1.7838377227909067e-05,2020-07-07
Verviers,2699,Diksmuide,717,2.0249510220226171e-07,2020-07-07
Nivelles,3568,Diksmuide,717,6.206562670223852e-07,2020-07-07
Waremme,1007,Maaseik,3486,5.483985043163737e-07,2020-07-07
Liège,7113,Maaseik,3486,8.399319968970262e-07,2020-07-07
Philippeville,785,Maaseik,3486,4.7219366945952995e-07,2020-07-07
Charleroi,5498,Maaseik,3486,3.572065197196915e-07,2020-07-07
Dendermonde,2727,Maaseik,3486,1.604613041086579e-06,2020-07-07
Namur,3528,Maaseik,3486,3.308865885020845e-07,2020-07-07
Mons,3186,Maaseik,3486,4.0351945180028025e-07,2020-07-07
Oostende,2471,Maaseik,3486,1.174705134137127e-05,2020-07-07
Maaseik,3486,Maaseik,3486,0.0,2020-07-07
Oudenaarde,1521,Maaseik,3486,6.754451272450006e-07,2020-07-07
Leuven,5226,Maaseik,3486,7.3228918112717695e-06,2020-07-07
Gent,6346,Maaseik,3486,1.955322635865708e-06,2020-07-07
Kortrijk,3914,Veurne,911,2.482875623048506e-05,2020-07-07
Neufchâteau,685,Veurne,911,7.287442287081731e-06,2020-07-07
Namur,3528,Veurne,911,9.008340048975293e-06,2020-07-07
Dinant,1286,Veurne,911,2.8388922476307863e-06,2020-07-07
Marche-en-Famenne,730,Veurne,911,2.7106725582734186e-05,2020-07-07
Antwerpen,11639,Veurne,911,9.446008066438883e-06,2020-07-07
Mons,3186,Veurne,911,2.2038404083237992e-05,2020-07-07
Huy,1341,Veurne,911,1.793654847493464e-05,2020-07-07
Soignies,2294,Dendermonde,2727,2.434986709623851e-06,2020-07-07
Waremme,1007,Dendermonde,2727,5.995178470469693e-07,2020-07-07
Veurne,911,Dendermonde,2727,1.5440436852912898e-05,2020-07-07
Bastogne,497,Dendermonde,2727,1.4731054296278422e-06,2020-07-07
Hasselt,5857,Dendermonde,2727,1.3060087704439623e-06,2020-07-07
Diksmuide,717,Dendermonde,2727,2.5376717639737525e-06,2020-07-07
Tongeren,3001,Dendermonde,2727,1.3192193425295043e-06,2020-07-07
Brussel Hoofdstad,11577,Dendermonde,2727,1.0450634835760573e-05,2020-07-07
Brugge,3598,Dendermonde,2727,1.2179128149542591e-05,2020-07-07
Thuin,1874,Dendermonde,2727,7.186561687796229e-07,2020-07-07
Leuven,5226,Dendermonde,2727,3.437133740649166e-06,2020-07-07
Philippeville,785,Oudenaarde,1521,2.201843619449368e-07,2020-07-07
Dinant,1286,Oudenaarde,1521,1.7284979601046112e-06,2020-07-07
Namur,3528,Oudenaarde,1521,7.396908197826855e-07,2020-07-07
Virton,592,Oudenaarde,1521,1.0147245724168802e-06,2020-07-07
Soignies,2294,Oudenaarde,1521,3.7144371304834497e-06,2020-07-07
Ieper,1425,Oudenaarde,1521,6.475297748352179e-06,2020-07-07
Liège,7113,Oudenaarde,1521,6.767274716533387e-07,2020-07-07
Oostende,2471,Oudenaarde,1521,2.6313343484840546e-05,2020-07-07
Turnhout,6138,Oudenaarde,1521,1.2414212051193944e-06,2020-07-07
Brugge,3598,Oudenaarde,1521,8.024797660421436e-06,2020-07-07
Huy,1341,Oudenaarde,1521,4.226698331748141e-07,2020-07-07
Maaseik,3486,Oudenaarde,1521,6.754451272450006e-07,2020-07-07
Arlon,787,Oudenaarde,1521,1.0981240414661717e-07,2020-07-07
Marche-en-Famenne,730,Oudenaarde,1521,3.087885068917735e-06,2020-07-07
Diksmuide,717,Eeklo,1212,7.400485598802292e-06,2020-07-07
Mechelen,3833,Eeklo,1212,2.086696392174096e-06,2020-07-07
Eeklo,1212,Eeklo,1212,0.0,2020-07-07
Dendermonde,2727,Eeklo,1212,1.2561964152131418e-05,2020-07-07
Sint-Niklaas,3236,Eeklo,1212,1.4141089505530689e-05,2020-07-07
Liège,7113,Eeklo,1212,3.1444464999745867e-07,2020-07-07
Gent,6346,Eeklo,1212,8.116909734547959e-05,2020-07-07
Tongeren,3001,Eeklo,1212,1.0843328386408086e-06,2020-07-07
Thuin,1874,Eeklo,1212,4.7325605279946603e-07,2020-07-07
Aalst,4062,Eeklo,1212,8.88528785412362e-06,2020-07-07
Oostende,2471,Eeklo,1212,2.1723785953203634e-05,2020-07-07
Antwerpen,11639,Eeklo,1212,4.423066724168602e-06,2020-07-07
Oudenaarde,1521,Tielt,1278,1.3345743979546796e-05,2020-07-07
Virton,592,Tielt,1278,2.347145099492517e-07,2020-07-07
Arlon,787,Tielt,1278,9.173114833762328e-08,2020-07-07
Diksmuide,717,Tielt,1278,2.2966327330167278e-05,2020-07-07
Neufchâteau,685,Tielt,1278,1.9208247593155576e-07,2020-07-07
Bastogne,497,Tielt,1278,4.5763564670433113e-07,2020-07-07
Ath,1037,Tielt,1278,1.0551031943772829e-06,2020-07-07
Tongeren,3001,Tielt,1278,6.779686929339703e-07,2020-07-07
Sint-Niklaas,3236,Tielt,1278,3.4485630073993376e-06,2020-07-07
Oostende,2471,Tielt,1278,2.707352955560805e-05,2020-07-07
Brussel Hoofdstad,11577,Tielt,1278,1.7457022143138901e-06,2020-07-07
Mechelen,3833,Tielt,1278,1.974882311231216e-06,2020-07-07
Nivelles,3568,Tielt,1278,5.64683114743379e-07,2020-07-07
Gent,6346,Virton,592,4.705712533478054e-07,2020-07-07
Eeklo,1212,Virton,592,2.3228674218773226e-07,2020-07-07
Halle-Vilvoorde,6314,Virton,592,1.0775544312129678e-06,2020-07-07
